t1,t2,t3,t4,CF12_34,CF13_24,CF14_23,ngenes
BOER,FABR,FAPA,PAXI,0.023045267,0.023868313,0.95308642,1215
CACA,FABR,FAPA,PAXI,0.09382716,0.084773663,0.821399177,1215
CAHE,FABR,FAPA,PAXI,0.094650206,0.085596708,0.819753086,1215
CAIR,FABR,FAPA,PAXI,0.09382716,0.083950617,0.822222222,1215
CAOV,FABR,FAPA,PAXI,0.094650206,0.085596708,0.819753086,1215
CAPY,FABR,FAPA,PAXI,0.097942387,0.086419753,0.81563786,1215
CASE,FABR,FAPA,PAXI,0.09382716,0.085596708,0.820576132,1215
CATH,FABR,FAPA,PAXI,0.093004115,0.084773663,0.822222222,1215
BOER,CACA,FDEN,PAXI,0.085596708,0.091358025,0.823045267,1215
BOER,CAHE,FDEN,PAXI,0.086419753,0.094650206,0.818930041,1215
CACA,CAHE,FDEN,PAXI,0.980246914,0.009876543,0.009876543,1215
BOER,CAIR,FDEN,PAXI,0.085596708,0.093004115,0.821399177,1215
CACA,CAIR,FDEN,PAXI,0.986831276,0.006584362,0.006584362,1215
CAHE,CAIR,FDEN,PAXI,0.98600823,0.006584362,0.007407407,1215
BOER,CAOV,FDEN,PAXI,0.085596708,0.091358025,0.823045267,1215
CACA,CAOV,FDEN,PAXI,0.985185185,0.007407407,0.007407407,1215
CAHE,CAOV,FDEN,PAXI,0.98600823,0.007407407,0.006584362,1215
CAIR,CAOV,FDEN,PAXI,0.990946502,0.004115226,0.004938272,1215
BOER,CAPY,FDEN,PAXI,0.091358025,0.091358025,0.817283951,1215
CACA,CAPY,FDEN,PAXI,0.90617284,0.041152263,0.052674897,1215
CAHE,CAPY,FDEN,PAXI,0.902057613,0.042798354,0.055144033,1215
CAIR,CAPY,FDEN,PAXI,0.904526749,0.041975309,0.053497942,1215
CAOV,CAPY,FDEN,PAXI,0.904526749,0.043621399,0.051851852,1215
BOER,CASE,FDEN,PAXI,0.084773663,0.093004115,0.822222222,1215
CACA,CASE,FDEN,PAXI,0.981893004,0.007407407,0.010699588,1215
CAHE,CASE,FDEN,PAXI,0.986831276,0.004938272,0.008230453,1215
CAIR,CASE,FDEN,PAXI,0.985185185,0.005761317,0.009053498,1215
CAOV,CASE,FDEN,PAXI,0.989300412,0.004115226,0.006584362,1215
CAPY,CASE,FDEN,PAXI,0.903703704,0.053497942,0.042798354,1215
BOER,CATH,FDEN,PAXI,0.085596708,0.094650206,0.819753086,1215
CACA,CATH,FDEN,PAXI,0.98600823,0.007407407,0.006584362,1215
CAHE,CATH,FDEN,PAXI,0.988477366,0.007407407,0.004115226,1215
CAIR,CATH,FDEN,PAXI,0.987654321,0.007407407,0.004938272,1215
CAOV,CATH,FDEN,PAXI,0.986831276,0.007407407,0.005761317,1215
CAPY,CATH,FDEN,PAXI,0.902880658,0.055967078,0.041152263,1215
CASE,CATH,FDEN,PAXI,0.98436214,0.010699588,0.004938272,1215
BOER,FABR,FDEN,PAXI,0.027160494,0.023045267,0.949794239,1215
CACA,FABR,FDEN,PAXI,0.104526749,0.083950617,0.811522634,1215
CAHE,FABR,FDEN,PAXI,0.10617284,0.083950617,0.809876543,1215
CAIR,FABR,FDEN,PAXI,0.104526749,0.084773663,0.810699588,1215
CAOV,FABR,FDEN,PAXI,0.104526749,0.085596708,0.809876543,1215
CAPY,FABR,FDEN,PAXI,0.106995885,0.086419753,0.806584362,1215
CASE,FABR,FDEN,PAXI,0.10617284,0.082304527,0.811522634,1215
CATH,FABR,FDEN,PAXI,0.102880658,0.083950617,0.813168724,1215
BOER,FAPA,FDEN,PAXI,0.018106996,0.018106996,0.963786008,1215
CACA,FAPA,FDEN,PAXI,0.067489712,0.065843621,0.866666667,1215
CAHE,FAPA,FDEN,PAXI,0.069135802,0.066666667,0.864197531,1215
CAIR,FAPA,FDEN,PAXI,0.066666667,0.067489712,0.865843621,1215
CAOV,FAPA,FDEN,PAXI,0.068312757,0.068312757,0.863374486,1215
CAPY,FAPA,FDEN,PAXI,0.069958848,0.069958848,0.860082305,1215
CASE,FAPA,FDEN,PAXI,0.069958848,0.065843621,0.864197531,1215
CATH,FAPA,FDEN,PAXI,0.068312757,0.065843621,0.865843621,1215
FABR,FAPA,FDEN,PAXI,0.267489712,0.247736626,0.484773663,1215
BOER,CACA,CAHE,PBON,0.009053498,0.006584362,0.98436214,1215
BOER,CACA,CAIR,PBON,0.008230453,0.007407407,0.98436214,1215
BOER,CAHE,CAIR,PBON,0.006584362,0.009053498,0.98436214,1215
CACA,CAHE,CAIR,PBON,0.279012346,0.272427984,0.448559671,1215
BOER,CACA,CAOV,PBON,0.008230453,0.006584362,0.985185185,1215
BOER,CAHE,CAOV,PBON,0.005761317,0.010699588,0.983539095,1215
CACA,CAHE,CAOV,PBON,0.26255144,0.261728395,0.475720165,1215
BOER,CAIR,CAOV,PBON,0.005761317,0.007407407,0.986831276,1215
CACA,CAIR,CAOV,PBON,0.273251029,0.273251029,0.453497942,1215
CAHE,CAIR,CAOV,PBON,0.30781893,0.363786008,0.328395062,1215
BOER,CACA,CAPY,PBON,0.023868313,0.020576132,0.955555556,1215
BOER,CAHE,CAPY,PBON,0.024691358,0.025514403,0.949794239,1215
CACA,CAHE,CAPY,PBON,0.924279835,0.035390947,0.040329218,1215
BOER,CAIR,CAPY,PBON,0.023868313,0.023045267,0.95308642,1215
CACA,CAIR,CAPY,PBON,0.928395062,0.026337449,0.04526749,1215
CAHE,CAIR,CAPY,PBON,0.925925926,0.030452675,0.043621399,1215
BOER,CAOV,CAPY,PBON,0.024691358,0.021399177,0.953909465,1215
CACA,CAOV,CAPY,PBON,0.9218107,0.025514403,0.052674897,1215
CAHE,CAOV,CAPY,PBON,0.926748971,0.025514403,0.047736626,1215
CAIR,CAOV,CAPY,PBON,0.930041152,0.036213992,0.033744856,1215
BOER,CACA,CASE,PBON,0.009876543,0.005761317,0.98436214,1215
BOER,CAHE,CASE,PBON,0.007407407,0.007407407,0.985185185,1215
CACA,CAHE,CASE,PBON,0.2781893,0.30617284,0.41563786,1215
BOER,CAIR,CASE,PBON,0.009053498,0.007407407,0.983539095,1215
CACA,CAIR,CASE,PBON,0.290534979,0.316049383,0.393415638,1215
CAHE,CAIR,CASE,PBON,0.374485597,0.328395062,0.297119342,1215
BOER,CAOV,CASE,PBON,0.009053498,0.003292181,0.987654321,1215
CACA,CAOV,CASE,PBON,0.274897119,0.32345679,0.401646091,1215
CAHE,CAOV,CASE,PBON,0.407407407,0.304526749,0.288065844,1215
CAIR,CAOV,CASE,PBON,0.403292181,0.288065844,0.308641975,1215
BOER,CAPY,CASE,PBON,0.023045267,0.024691358,0.952263374,1215
CACA,CAPY,CASE,PBON,0.02962963,0.914403292,0.055967078,1215
CAHE,CAPY,CASE,PBON,0.026337449,0.924279835,0.049382716,1215
CAIR,CAPY,CASE,PBON,0.037037037,0.918518519,0.044444444,1215
CAOV,CAPY,CASE,PBON,0.02962963,0.932510288,0.037860082,1215
BOER,CACA,CATH,PBON,0.009876543,0.006584362,0.983539095,1215
BOER,CAHE,CATH,PBON,0.009053498,0.008230453,0.982716049,1215
CACA,CAHE,CATH,PBON,0.263374486,0.295473251,0.441152263,1215
BOER,CAIR,CATH,PBON,0.006584362,0.005761317,0.987654321,1215
CACA,CAIR,CATH,PBON,0.268312757,0.281481481,0.450205761,1215
CAHE,CAIR,CATH,PBON,0.334156379,0.346502058,0.319341564,1215
BOER,CAOV,CATH,PBON,0.010699588,0.004938272,0.98436214,1215
CACA,CAOV,CATH,PBON,0.265020576,0.274897119,0.460082305,1215
CAHE,CAOV,CATH,PBON,0.339917695,0.320164609,0.339917695,1215
CAIR,CAOV,CATH,PBON,0.341563786,0.320164609,0.338271605,1215
BOER,CAPY,CATH,PBON,0.023045267,0.024691358,0.952263374,1215
CACA,CAPY,CATH,PBON,0.025514403,0.932510288,0.041975309,1215
CAHE,CAPY,CATH,PBON,0.035390947,0.930864198,0.033744856,1215
CAIR,CAPY,CATH,PBON,0.041975309,0.931687243,0.026337449,1215
CAOV,CAPY,CATH,PBON,0.042798354,0.926748971,0.030452675,1215
BOER,CASE,CATH,PBON,0.008230453,0.009876543,0.981893004,1215
CACA,CASE,CATH,PBON,0.317695473,0.309465021,0.372839506,1215
CAHE,CASE,CATH,PBON,0.333333333,0.398353909,0.268312757,1215
CAIR,CASE,CATH,PBON,0.313580247,0.407407407,0.279012346,1215
CAOV,CASE,CATH,PBON,0.316872428,0.408230453,0.274897119,1215
CAPY,CASE,CATH,PBON,0.049382716,0.028806584,0.9218107,1215
BOER,CACA,FABR,PBON,0.088065844,0.09218107,0.819753086,1215
BOER,CAHE,FABR,PBON,0.088888889,0.094650206,0.816460905,1215
CACA,CAHE,FABR,PBON,0.978600823,0.008230453,0.013168724,1215
BOER,CAIR,FABR,PBON,0.088888889,0.09382716,0.817283951,1215
CACA,CAIR,FABR,PBON,0.983539095,0.007407407,0.009053498,1215
CAHE,CAIR,FABR,PBON,0.981893004,0.010699588,0.007407407,1215
BOER,CAOV,FABR,PBON,0.088888889,0.09218107,0.818930041,1215
CACA,CAOV,FABR,PBON,0.981893004,0.007407407,0.010699588,1215
CAHE,CAOV,FABR,PBON,0.981069959,0.008230453,0.010699588,1215
CAIR,CAOV,FABR,PBON,0.98600823,0.005761317,0.008230453,1215
BOER,CAPY,FABR,PBON,0.09382716,0.090534979,0.81563786,1215
CACA,CAPY,FABR,PBON,0.904526749,0.037860082,0.057613169,1215
CAHE,CAPY,FABR,PBON,0.897942387,0.041975309,0.060082305,1215
CAIR,CAPY,FABR,PBON,0.902057613,0.038683128,0.059259259,1215
CAOV,CAPY,FABR,PBON,0.902057613,0.040329218,0.057613169,1215
BOER,CASE,FABR,PBON,0.087242798,0.093004115,0.819753086,1215
CACA,CASE,FABR,PBON,0.977777778,0.006584362,0.01563786,1215
CAHE,CASE,FABR,PBON,0.980246914,0.008230453,0.011522634,1215
CAIR,CASE,FABR,PBON,0.981069959,0.005761317,0.013168724,1215
CAOV,CASE,FABR,PBON,0.986831276,0.004938272,0.008230453,1215
CAPY,CASE,FABR,PBON,0.899588477,0.058436214,0.041975309,1215
BOER,CATH,FABR,PBON,0.088888889,0.094650206,0.816460905,1215
CACA,CATH,FABR,PBON,0.98436214,0.006584362,0.009053498,1215
CAHE,CATH,FABR,PBON,0.985185185,0.009876543,0.004938272,1215
CAIR,CATH,FABR,PBON,0.98436214,0.009053498,0.006584362,1215
CAOV,CATH,FABR,PBON,0.982716049,0.009876543,0.007407407,1215
CAPY,CATH,FABR,PBON,0.901234568,0.059259259,0.039506173,1215
CASE,CATH,FABR,PBON,0.980246914,0.01399177,0.005761317,1215
BOER,CACA,FAPA,PBON,0.085596708,0.097119342,0.817283951,1215
BOER,CAHE,FAPA,PBON,0.086419753,0.100411523,0.813168724,1215
CACA,CAHE,FAPA,PBON,0.979423868,0.007407407,0.013168724,1215
BOER,CAIR,FAPA,PBON,0.085596708,0.098765432,0.81563786,1215
CACA,CAIR,FAPA,PBON,0.985185185,0.007407407,0.007407407,1215
CAHE,CAIR,FAPA,PBON,0.982716049,0.009876543,0.007407407,1215
BOER,CAOV,FAPA,PBON,0.085596708,0.097119342,0.817283951,1215
CACA,CAOV,FAPA,PBON,0.982716049,0.007407407,0.009876543,1215
CAHE,CAOV,FAPA,PBON,0.985185185,0.007407407,0.007407407,1215
CAIR,CAOV,FAPA,PBON,0.986831276,0.005761317,0.007407407,1215
BOER,CAPY,FAPA,PBON,0.09382716,0.093004115,0.813168724,1215
CACA,CAPY,FAPA,PBON,0.900411523,0.037037037,0.06255144,1215
CAHE,CAPY,FAPA,PBON,0.895473251,0.041152263,0.063374486,1215
CAIR,CAPY,FAPA,PBON,0.898765432,0.037860082,0.063374486,1215
CAOV,CAPY,FAPA,PBON,0.897942387,0.040329218,0.061728395,1215
BOER,CASE,FAPA,PBON,0.084773663,0.097942387,0.817283951,1215
CACA,CASE,FAPA,PBON,0.981893004,0.005761317,0.012345679,1215
CAHE,CASE,FAPA,PBON,0.983539095,0.007407407,0.009053498,1215
CAIR,CASE,FAPA,PBON,0.982716049,0.006584362,0.010699588,1215
CAOV,CASE,FAPA,PBON,0.98600823,0.006584362,0.007407407,1215
CAPY,CASE,FAPA,PBON,0.896296296,0.06255144,0.041152263,1215
BOER,CATH,FAPA,PBON,0.086419753,0.099588477,0.81399177,1215
CACA,CATH,FAPA,PBON,0.98436214,0.006584362,0.009053498,1215
CAHE,CATH,FAPA,PBON,0.983539095,0.010699588,0.005761317,1215
CAIR,CATH,FAPA,PBON,0.986831276,0.006584362,0.006584362,1215
CAOV,CATH,FAPA,PBON,0.983539095,0.009876543,0.006584362,1215
CAPY,CATH,FAPA,PBON,0.897942387,0.064197531,0.037860082,1215
CASE,CATH,FAPA,PBON,0.983539095,0.010699588,0.005761317,1215
BOER,FABR,FAPA,PBON,0.023868313,0.02962963,0.946502058,1215
CACA,FABR,FAPA,PBON,0.09218107,0.088065844,0.819753086,1215
CAHE,FABR,FAPA,PBON,0.093004115,0.088888889,0.818106996,1215
CAIR,FABR,FAPA,PBON,0.09218107,0.087242798,0.820576132,1215
CAOV,FABR,FAPA,PBON,0.093004115,0.088888889,0.818106996,1215
CAPY,FABR,FAPA,PBON,0.097119342,0.088888889,0.81399177,1215
CASE,FABR,FAPA,PBON,0.09218107,0.088888889,0.818930041,1215
CATH,FABR,FAPA,PBON,0.091358025,0.088888889,0.819753086,1215
BOER,CACA,FDEN,PBON,0.089711934,0.093004115,0.817283951,1215
BOER,CAHE,FDEN,PBON,0.090534979,0.096296296,0.813168724,1215
CACA,CAHE,FDEN,PBON,0.981069959,0.009053498,0.009876543,1215
BOER,CAIR,FDEN,PBON,0.089711934,0.094650206,0.81563786,1215
CACA,CAIR,FDEN,PBON,0.987654321,0.006584362,0.005761317,1215
CAHE,CAIR,FDEN,PBON,0.98600823,0.006584362,0.007407407,1215
BOER,CAOV,FDEN,PBON,0.089711934,0.093004115,0.817283951,1215
CACA,CAOV,FDEN,PBON,0.985185185,0.007407407,0.007407407,1215
CAHE,CAOV,FDEN,PBON,0.98600823,0.006584362,0.007407407,1215
CAIR,CAOV,FDEN,PBON,0.990946502,0.004115226,0.004938272,1215
BOER,CAPY,FDEN,PBON,0.097119342,0.090534979,0.812345679,1215
CACA,CAPY,FDEN,PBON,0.906995885,0.038683128,0.054320988,1215
CAHE,CAPY,FDEN,PBON,0.902880658,0.040329218,0.056790123,1215
CAIR,CAPY,FDEN,PBON,0.905349794,0.039506173,0.055144033,1215
CAOV,CAPY,FDEN,PBON,0.905349794,0.041152263,0.053497942,1215
BOER,CASE,FDEN,PBON,0.088888889,0.094650206,0.816460905,1215
CACA,CASE,FDEN,PBON,0.982716049,0.007407407,0.009876543,1215
CAHE,CASE,FDEN,PBON,0.987654321,0.005761317,0.006584362,1215
CAIR,CASE,FDEN,PBON,0.98600823,0.005761317,0.008230453,1215
CAOV,CASE,FDEN,PBON,0.989300412,0.004938272,0.005761317,1215
CAPY,CASE,FDEN,PBON,0.904526749,0.055144033,0.040329218,1215
BOER,CATH,FDEN,PBON,0.090534979,0.095473251,0.81399177,1215
CACA,CATH,FDEN,PBON,0.986831276,0.006584362,0.006584362,1215
CAHE,CATH,FDEN,PBON,0.988477366,0.007407407,0.004115226,1215
CAIR,CATH,FDEN,PBON,0.988477366,0.006584362,0.004938272,1215
CAOV,CATH,FDEN,PBON,0.986831276,0.007407407,0.005761317,1215
CAPY,CATH,FDEN,PBON,0.903703704,0.057613169,0.038683128,1215
CASE,CATH,FDEN,PBON,0.985185185,0.009053498,0.005761317,1215
BOER,FABR,FDEN,PBON,0.027983539,0.027983539,0.944032922,1215
CACA,FABR,FDEN,PBON,0.102057613,0.086419753,0.811522634,1215
CAHE,FABR,FDEN,PBON,0.103703704,0.086419753,0.809876543,1215
CAIR,FABR,FDEN,PBON,0.102057613,0.087242798,0.810699588,1215
CAOV,FABR,FDEN,PBON,0.102057613,0.088065844,0.809876543,1215
CAPY,FABR,FDEN,PBON,0.105349794,0.088888889,0.805761317,1215
CASE,FABR,FDEN,PBON,0.103703704,0.084773663,0.811522634,1215
CATH,FABR,FDEN,PBON,0.100411523,0.087242798,0.812345679,1215
BOER,FAPA,FDEN,PBON,0.019753086,0.021399177,0.958847737,1215
CACA,FAPA,FDEN,PBON,0.066666667,0.067489712,0.865843621,1215
CAHE,FAPA,FDEN,PBON,0.068312757,0.068312757,0.863374486,1215
CAIR,FAPA,FDEN,PBON,0.065843621,0.069135802,0.865020576,1215
CAOV,FAPA,FDEN,PBON,0.067489712,0.069958848,0.86255144,1215
CAPY,FAPA,FDEN,PBON,0.069135802,0.072427984,0.858436214,1215
CASE,FAPA,FDEN,PBON,0.069135802,0.067489712,0.863374486,1215
CATH,FAPA,FDEN,PBON,0.067489712,0.067489712,0.865020576,1215
FABR,FAPA,FDEN,PBON,0.265020576,0.247736626,0.487242798,1215
BOER,CACA,PAXI,PBON,0.902880658,0.044444444,0.052674897,1215
BOER,CAHE,PAXI,PBON,0.899588477,0.04526749,0.055144033,1215
CACA,CAHE,PAXI,PBON,0.994238683,0.001646091,0.004115226,1215
BOER,CAIR,PAXI,PBON,0.902880658,0.044444444,0.052674897,1215
CACA,CAIR,PAXI,PBON,0.995884774,0.002469136,0.001646091,1215
CAHE,CAIR,PAXI,PBON,0.995061728,0.003292181,0.001646091,1215
BOER,CAOV,PAXI,PBON,0.902880658,0.043621399,0.053497942,1215
CACA,CAOV,PAXI,PBON,0.995061728,0.001646091,0.003292181,1215
CAHE,CAOV,PAXI,PBON,0.991769547,0.003292181,0.004938272,1215
CAIR,CAOV,PAXI,PBON,0.995061728,0.001646091,0.003292181,1215
BOER,CAPY,PAXI,PBON,0.902057613,0.044444444,0.053497942,1215
CACA,CAPY,PAXI,PBON,0.992592593,0.001646091,0.005761317,1215
CAHE,CAPY,PAXI,PBON,0.989300412,0.004115226,0.006584362,1215
CAIR,CAPY,PAXI,PBON,0.992592593,0.001646091,0.005761317,1215
CAOV,CAPY,PAXI,PBON,0.992592593,0.002469136,0.004938272,1215
BOER,CASE,PAXI,PBON,0.901234568,0.044444444,0.054320988,1215
CACA,CASE,PAXI,PBON,0.994238683,0.002469136,0.003292181,1215
CAHE,CASE,PAXI,PBON,0.992592593,0.004938272,0.002469136,1215
CAIR,CASE,PAXI,PBON,0.994238683,0.002469136,0.003292181,1215
CAOV,CASE,PAXI,PBON,0.995061728,0.003292181,0.001646091,1215
CAPY,CASE,PAXI,PBON,0.990946502,0.005761317,0.003292181,1215
BOER,CATH,PAXI,PBON,0.901234568,0.04526749,0.053497942,1215
CACA,CATH,PAXI,PBON,0.995061728,0.002469136,0.002469136,1215
CAHE,CATH,PAXI,PBON,0.994238683,0.004115226,0.001646091,1215
CAIR,CATH,PAXI,PBON,0.995061728,0.002469136,0.002469136,1215
CAOV,CATH,PAXI,PBON,0.992592593,0.004938272,0.002469136,1215
CAPY,CATH,PAXI,PBON,0.990123457,0.007407407,0.002469136,1215
CASE,CATH,PAXI,PBON,0.991769547,0.004115226,0.004115226,1215
BOER,FABR,PAXI,PBON,0.900411523,0.048559671,0.051028807,1215
CACA,FABR,PAXI,PBON,0.977777778,0.012345679,0.009876543,1215
CAHE,FABR,PAXI,PBON,0.976131687,0.01399177,0.009876543,1215
CAIR,FABR,PAXI,PBON,0.977777778,0.012345679,0.009876543,1215
CAOV,FABR,PAXI,PBON,0.977777778,0.013168724,0.009053498,1215
CAPY,FABR,PAXI,PBON,0.977777778,0.01399177,0.008230453,1215
CASE,FABR,PAXI,PBON,0.977777778,0.013168724,0.009053498,1215
CATH,FABR,PAXI,PBON,0.976131687,0.012345679,0.011522634,1215
BOER,FAPA,PAXI,PBON,0.902057613,0.047736626,0.050205761,1215
CACA,FAPA,PAXI,PBON,0.981069959,0.010699588,0.008230453,1215
CAHE,FAPA,PAXI,PBON,0.977777778,0.013168724,0.009053498,1215
CAIR,FAPA,PAXI,PBON,0.981069959,0.010699588,0.008230453,1215
CAOV,FAPA,PAXI,PBON,0.981069959,0.011522634,0.007407407,1215
CAPY,FAPA,PAXI,PBON,0.980246914,0.013168724,0.006584362,1215
CASE,FAPA,PAXI,PBON,0.981069959,0.011522634,0.007407407,1215
CATH,FAPA,PAXI,PBON,0.978600823,0.011522634,0.009876543,1215
FABR,FAPA,PAXI,PBON,0.990123457,0.002469136,0.007407407,1215
BOER,FDEN,PAXI,PBON,0.899588477,0.048559671,0.051851852,1215
CACA,FDEN,PAXI,PBON,0.976954733,0.011522634,0.011522634,1215
CAHE,FDEN,PAXI,PBON,0.973662551,0.01399177,0.012345679,1215
CAIR,FDEN,PAXI,PBON,0.976954733,0.011522634,0.011522634,1215
CAOV,FDEN,PAXI,PBON,0.976954733,0.012345679,0.010699588,1215
CAPY,FDEN,PAXI,PBON,0.976954733,0.01399177,0.009053498,1215
CASE,FDEN,PAXI,PBON,0.975308642,0.013168724,0.011522634,1215
CATH,FDEN,PAXI,PBON,0.974485597,0.012345679,0.013168724,1215
FABR,FDEN,PAXI,PBON,0.986831276,0.004115226,0.009053498,1215
FAPA,FDEN,PAXI,PBON,0.989300412,0.004115226,0.006584362,1215
BOER,CACA,CAHE,PCOR,0.009053498,0.005761317,0.985185185,1215
BOER,CACA,CAIR,PCOR,0.008230453,0.006584362,0.985185185,1215
BOER,CAHE,CAIR,PCOR,0.006584362,0.009053498,0.98436214,1215
CACA,CAHE,CAIR,PCOR,0.279012346,0.272427984,0.448559671,1215
BOER,CACA,CAOV,PCOR,0.007407407,0.005761317,0.986831276,1215
BOER,CAHE,CAOV,PCOR,0.004938272,0.009876543,0.985185185,1215
CACA,CAHE,CAOV,PCOR,0.263374486,0.261728395,0.474897119,1215
BOER,CAIR,CAOV,PCOR,0.004938272,0.006584362,0.988477366,1215
CACA,CAIR,CAOV,PCOR,0.274074074,0.273251029,0.452674897,1215
CAHE,CAIR,CAOV,PCOR,0.30781893,0.363786008,0.328395062,1215
BOER,CACA,CAPY,PCOR,0.023868313,0.020576132,0.955555556,1215
BOER,CAHE,CAPY,PCOR,0.024691358,0.025514403,0.949794239,1215
CACA,CAHE,CAPY,PCOR,0.92345679,0.036213992,0.040329218,1215
BOER,CAIR,CAPY,PCOR,0.023868313,0.023045267,0.95308642,1215
CACA,CAIR,CAPY,PCOR,0.927572016,0.027160494,0.04526749,1215
CAHE,CAIR,CAPY,PCOR,0.925925926,0.030452675,0.043621399,1215
BOER,CAOV,CAPY,PCOR,0.024691358,0.021399177,0.953909465,1215
CACA,CAOV,CAPY,PCOR,0.9218107,0.025514403,0.052674897,1215
CAHE,CAOV,CAPY,PCOR,0.926748971,0.025514403,0.047736626,1215
CAIR,CAOV,CAPY,PCOR,0.930041152,0.036213992,0.033744856,1215
BOER,CACA,CASE,PCOR,0.009053498,0.005761317,0.985185185,1215
BOER,CAHE,CASE,PCOR,0.006584362,0.007407407,0.98600823,1215
CACA,CAHE,CASE,PCOR,0.277366255,0.306995885,0.41563786,1215
BOER,CAIR,CASE,PCOR,0.008230453,0.007407407,0.98436214,1215
CACA,CAIR,CASE,PCOR,0.289711934,0.316872428,0.393415638,1215
CAHE,CAIR,CASE,PCOR,0.374485597,0.328395062,0.297119342,1215
